"geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"SZ",202102,9,477,1,100,160480,5.61,297.23,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"TG",202009,1,1,1,100,279547,0.36,0.36,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202010,0,1,NA,NA,279547,0,0.36,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202011,1,2,1,100,279547,0.36,0.72,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202012,8,10,1,100,279547,2.86,3.58,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202013,19,29,1,100,279547,6.8,10.37,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202014,18,47,1,100,279547,6.44,16.81,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202015,15,62,1,100,279547,5.37,22.18,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202016,5,67,1,100,279547,1.79,23.97,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202017,2,69,1,100,279547,0.72,24.68,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202018,1,70,1,100,279547,0.36,25.04,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202019,0,70,NA,NA,279547,0,25.04,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202020,0,70,NA,NA,279547,0,25.04,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202021,0,70,NA,NA,279547,0,25.04,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202022,0,70,NA,NA,279547,0,25.04,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202023,0,70,NA,NA,279547,0,25.04,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"TG",202024,0,70,NA,NA,279547,0,25.04,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202025,0,70,NA,NA,279547,0,25.04,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202026,1,71,1,100,279547,0.36,25.4,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202027,1,72,1,100,279547,0.36,25.76,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202028,2,74,1,100,279547,0.72,26.47,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202029,2,76,1,100,279547,0.72,27.19,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202030,1,77,1,100,279547,0.36,27.54,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202031,2,79,1,100,279547,0.72,28.26,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202032,1,80,1,100,279547,0.36,28.62,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202033,1,81,1,100,279547,0.36,28.98,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202034,0,81,NA,NA,279547,0,28.98,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202035,3,84,1,100,279547,1.07,30.05,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202036,1,85,1,100,279547,0.36,30.41,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202037,2,87,1,100,279547,0.72,31.12,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202038,2,89,1,100,279547,0.72,31.84,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202039,3,92,1,100,279547,1.07,32.91,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"TG",202040,7,99,1,100,279547,2.5,35.41,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"TG",202041,6,105,1,100,279547,2.15,37.56,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"TG",202042,26,131,1,100,279547,9.3,46.86,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"TG",202043,32,163,1,100,279547,11.45,58.31,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"TG",202044,35,198,1,100,279547,12.52,70.83,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"TG",202045,35,233,1,100,279547,12.52,83.35,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"TG",202046,33,266,1,100,279547,11.8,95.15,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"TG",202047,28,294,1,100,279547,10.02,105.17,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"TG",202048,25,319,1,100,279547,8.94,114.11,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"TG",202049,32,351,1,100,279547,11.45,125.56,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"TG",202050,39,390,1,100,279547,13.95,139.51,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"TG",202051,29,419,1,100,279547,10.37,149.89,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE
"TG",202052,30,449,1,100,279547,10.73,160.62,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE
"TG",202053,48,497,1,100,279547,17.17,177.79,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE
"TG",202101,22,519,1,100,279547,7.87,185.66,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"TG",202102,11,530,1,100,279547,3.93,189.59,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"TI",202009,8,8,1,100,351491,2.28,2.28,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202010,19,27,1,100,351491,5.41,7.68,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202011,88,115,1,100,351491,25.04,32.72,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202012,191,306,1,100,351491,54.34,87.06,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202013,247,553,1,100,351491,70.27,157.33,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202014,96,649,1,100,351491,27.31,184.64,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202015,42,691,1,100,351491,11.95,196.59,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202016,46,737,1,100,351491,13.09,209.68,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202017,13,750,1,100,351491,3.7,213.38,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202018,8,758,1,100,351491,2.28,215.65,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202019,6,764,1,100,351491,1.71,217.36,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202020,4,768,1,100,351491,1.14,218.5,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202021,1,769,1,100,351491,0.28,218.78,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202022,0,769,NA,NA,351491,0,218.78,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202023,1,770,1,100,351491,0.28,219.07,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"TI",202024,0,770,NA,NA,351491,0,219.07,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202025,0,770,NA,NA,351491,0,219.07,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202026,0,770,NA,NA,351491,0,219.07,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202027,1,771,1,100,351491,0.28,219.35,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202028,4,775,1,100,351491,1.14,220.49,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202029,1,776,1,100,351491,0.28,220.77,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202030,1,777,1,100,351491,0.28,221.06,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202031,2,779,1,100,351491,0.57,221.63,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202032,1,780,1,100,351491,0.28,221.91,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202033,1,781,1,100,351491,0.28,222.2,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202034,2,783,1,100,351491,0.57,222.77,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202035,2,785,1,100,351491,0.57,223.33,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202036,0,785,NA,NA,351491,0,223.33,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202037,1,786,1,100,351491,0.28,223.62,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202038,0,786,NA,NA,351491,0,223.62,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202039,5,791,1,100,351491,1.42,225.04,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"TI",202040,5,796,1,100,351491,1.42,226.46,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"TI",202041,8,804,1,100,351491,2.28,228.74,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"TI",202042,23,827,1,100,351491,6.54,235.28,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"TI",202043,80,907,1,100,351491,22.76,258.04,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"TI",202044,150,1057,1,100,351491,42.68,300.72,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"TI",202045,175,1232,1,100,351491,49.79,350.51,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"TI",202046,174,1406,1,100,351491,49.5,400.01,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"TI",202047,167,1573,1,100,351491,47.51,447.52,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"TI",202048,142,1715,1,100,351491,40.4,487.92,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"TI",202049,127,1842,1,100,351491,36.13,524.05,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"TI",202050,152,1994,1,100,351491,43.24,567.3,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"TI",202051,126,2120,1,100,351491,35.85,603.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE
"TI",202052,152,2272,1,100,351491,43.24,646.39,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE
"TI",202053,136,2408,1,100,351491,38.69,685.08,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE
"TI",202101,107,2515,1,100,351491,30.44,715.52,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"TI",202102,23,2538,1,100,351491,6.54,722.07,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"UR",202009,0,0,NA,NA,36703,0,0,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202010,0,0,NA,NA,36703,0,0,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202011,0,0,NA,NA,36703,0,0,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202012,3,3,1,100,36703,8.17,8.17,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202013,5,8,1,100,36703,13.62,21.8,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202014,3,11,1,100,36703,8.17,29.97,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202015,3,14,1,100,36703,8.17,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202016,0,14,NA,NA,36703,0,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202017,0,14,NA,NA,36703,0,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202018,0,14,NA,NA,36703,0,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202019,0,14,NA,NA,36703,0,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202020,0,14,NA,NA,36703,0,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202021,0,14,NA,NA,36703,0,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202022,0,14,NA,NA,36703,0,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202023,0,14,NA,NA,36703,0,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"UR",202024,0,14,NA,NA,36703,0,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202025,0,14,NA,NA,36703,0,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202026,0,14,NA,NA,36703,0,38.14,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202027,1,15,1,100,36703,2.72,40.87,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202028,0,15,NA,NA,36703,0,40.87,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202029,0,15,NA,NA,36703,0,40.87,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202030,1,16,1,100,36703,2.72,43.59,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202031,0,16,NA,NA,36703,0,43.59,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202032,0,16,NA,NA,36703,0,43.59,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202033,1,17,1,100,36703,2.72,46.32,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202034,0,17,NA,NA,36703,0,46.32,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202035,0,17,NA,NA,36703,0,46.32,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202036,0,17,NA,NA,36703,0,46.32,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202037,0,17,NA,NA,36703,0,46.32,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202038,0,17,NA,NA,36703,0,46.32,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202039,0,17,NA,NA,36703,0,46.32,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"UR",202040,0,17,NA,NA,36703,0,46.32,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"UR",202041,1,18,1,100,36703,2.72,49.04,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"UR",202042,1,19,1,100,36703,2.72,51.77,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"UR",202043,2,21,1,100,36703,5.45,57.22,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"UR",202044,5,26,1,100,36703,13.62,70.84,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"UR",202045,4,30,1,100,36703,10.9,81.74,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"UR",202046,3,33,1,100,36703,8.17,89.91,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"UR",202047,2,35,1,100,36703,5.45,95.36,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"UR",202048,6,41,1,100,36703,16.35,111.71,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"UR",202049,5,46,1,100,36703,13.62,125.33,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"UR",202050,7,53,1,100,36703,19.07,144.4,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"UR",202051,1,54,1,100,36703,2.72,147.13,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE
"UR",202052,5,59,1,100,36703,13.62,160.75,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE
"UR",202053,2,61,1,100,36703,5.45,166.2,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE
"UR",202101,4,65,1,100,36703,10.9,177.1,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"UR",202102,2,67,1,100,36703,5.45,182.55,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"VD",202009,7,7,1,100,805098,0.87,0.87,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202010,20,27,1,100,805098,2.48,3.35,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202011,73,100,1,100,805098,9.07,12.42,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202012,142,242,1,100,805098,17.64,30.06,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202013,146,388,1,100,805098,18.13,48.19,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202014,96,484,1,100,805098,11.92,60.12,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202015,52,536,1,100,805098,6.46,66.58,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202016,21,557,1,100,805098,2.61,69.18,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202017,6,563,1,100,805098,0.75,69.93,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202018,8,571,1,100,805098,0.99,70.92,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202019,3,574,1,100,805098,0.37,71.3,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202020,2,576,1,100,805098,0.25,71.54,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202021,0,576,NA,NA,805098,0,71.54,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202022,2,578,1,100,805098,0.25,71.79,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202023,0,578,NA,NA,805098,0,71.79,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"VD",202024,0,578,NA,NA,805098,0,71.79,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"VD",202025,4,582,1,100,805098,0.5,72.29,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"VD",202026,1,583,1,100,805098,0.12,72.41,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"VD",202027,3,586,1,100,805098,0.37,72.79,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"VD",202028,3,589,1,100,805098,0.37,73.16,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"VD",202029,4,593,1,100,805098,0.5,73.66,"COVID19Hosp","","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
