"geoRegion","datum","entries","sumTotal","timeframe_7d","offset_last7d","sumTotal_last7d","timeframe_14d","offset_last14d","sumTotal_last14d","timeframe_28d","offset_last28d","sumTotal_last28d","timeframe_phase2","offset_Phase2","sumTotal_Phase2","timeframe_phase2b","offset_Phase2b","sumTotal_Phase2b","sum7d","sum14d","mean7d","mean14d","timeframe_all","entries_diff_last_age","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsumTotal_Phase2b","inzsum7d","inzsum14d","sumdelta7d","inzdelta7d","type","type_variant","version","datum_unit","entries_letzter_stand","entries_neu_gemeldet","entries_diff_last"
"CH",2020-02-24,5,5,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,NA,NA,NA,NA,TRUE,1,8606033,0.06,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Hosp","","2021-01-15_07-50-56","day",5,0,139
"CH",2020-02-25,4,9,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,NA,NA,NA,NA,TRUE,1,8606033,0.05,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Hosp","","2021-01-15_07-50-56","day",4,0,139
"CH",2020-02-26,9,18,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,NA,NA,NA,NA,TRUE,1,8606033,0.1,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Hosp","","2021-01-15_07-50-56","day",9,0,139
"CH",2020-02-27,5,23,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,NA,NA,7.43,NA,TRUE,1,8606033,0.06,0.09,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Hosp","","2021-01-15_07-50-56","day",5,0,139
"CH",2020-02-28,5,28,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,NA,NA,8.57,NA,TRUE,1,8606033,0.06,0.1,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Hosp","","2021-01-15_07-50-56","day",5,0,139
"CH",2020-02-29,14,42,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,NA,NA,10.43,NA,TRUE,1,8606033,0.16,0.12,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Hosp","","2021-01-15_07-50-56","day",14,0,139
"CH",2020-03-01,10,52,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,52,NA,11,11.5,TRUE,1,8606033,0.12,0.13,0.13,0.6,NA,NA,NA,NA,NA,0.6,NA,NA,NA,"COVID19Hosp","","2021-01-15_07-50-56","day",10,0,139
"CH",2020-03-02,13,65,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,60,NA,12.71,13.21,TRUE,1,8606033,0.15,0.15,0.15,0.76,NA,NA,NA,NA,NA,0.7,NA,8,0.1,"COVID19Hosp","","2021-01-15_07-50-56","day",13,0,139
"CH",2020-03-03,17,82,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,73,NA,15.43,15.93,TRUE,1,8606033,0.2,0.18,0.19,0.95,NA,NA,NA,NA,NA,0.85,NA,13,0.15,"COVID19Hosp","","2021-01-15_07-50-56","day",17,0,139
"CH",2020-03-04,13,95,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,77,NA,14.57,18.79,TRUE,1,8606033,0.15,0.17,0.22,1.1,NA,NA,NA,NA,NA,0.89,NA,4,0.04,"COVID19Hosp","","2021-01-15_07-50-56","day",13,0,139
"CH",2020-03-05,17,112,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,89,NA,15.57,22.14,TRUE,1,8606033,0.2,0.18,0.26,1.3,NA,NA,NA,NA,NA,1.03,NA,12,0.14,"COVID19Hosp","","2021-01-15_07-50-56","day",17,0,139
"CH",2020-03-06,24,136,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,108,NA,17.86,25.71,TRUE,1,8606033,0.28,0.21,0.3,1.58,NA,NA,NA,NA,NA,1.25,NA,19,0.22,"COVID19Hosp","","2021-01-15_07-50-56","day",24,0,139
"CH",2020-03-07,8,144,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,102,NA,21.43,29.36,TRUE,1,8606033,0.09,0.25,0.34,1.67,NA,NA,NA,NA,NA,1.19,NA,-6,-0.0600000000000001,"COVID19Hosp","","2021-01-15_07-50-56","day",8,0,139
"CH",2020-03-08,17,161,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,109,161,26.57,32.57,TRUE,1,8606033,0.2,0.31,0.38,1.87,NA,NA,NA,NA,NA,1.27,1.87,7,0.0800000000000001,"COVID19Hosp","","2021-01-15_07-50-56","day",17,0,139
"CH",2020-03-09,29,190,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,125,185,31.57,40.21,TRUE,1,8606033,0.34,0.37,0.47,2.21,NA,NA,NA,NA,NA,1.45,2.15,16,0.18,"COVID19Hosp","","2021-01-15_07-50-56","day",29,0,139
"CH",2020-03-10,42,232,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,150,223,36,46,TRUE,1,8606033,0.49,0.42,0.53,2.7,NA,NA,NA,NA,NA,1.74,2.59,25,0.29,"COVID19Hosp","","2021-01-15_07-50-56","day",42,0,139
"CH",2020-03-11,49,281,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,186,263,44.14,53.07,TRUE,1,8606033,0.57,0.51,0.62,3.27,NA,NA,NA,NA,NA,2.16,3.06,36,0.42,"COVID19Hosp","","2021-01-15_07-50-56","day",49,0,139
"CH",2020-03-12,52,333,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,221,310,49.57,59.71,TRUE,1,8606033,0.6,0.58,0.69,3.87,NA,NA,NA,NA,NA,2.57,3.6,35,0.41,"COVID19Hosp","","2021-01-15_07-50-56","day",52,0,139
"CH",2020-03-13,55,388,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,252,360,62.57,68.21,TRUE,1,8606033,0.64,0.73,0.79,4.51,NA,NA,NA,NA,NA,2.93,4.18,31,0.36,"COVID19Hosp","","2021-01-15_07-50-56","day",55,0,139
"CH",2020-03-14,65,453,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,309,411,70.57,76.07,TRUE,1,8606033,0.76,0.82,0.88,5.26,NA,NA,NA,NA,NA,3.59,4.78,57,0.66,"COVID19Hosp","","2021-01-15_07-50-56","day",65,0,139
"CH",2020-03-15,55,508,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,347,456,79.57,84.5,TRUE,1,8606033,0.64,0.92,0.98,5.9,NA,NA,NA,NA,NA,4.03,5.3,38,0.44,"COVID19Hosp","","2021-01-15_07-50-56","day",55,0,139
"CH",2020-03-16,120,628,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,438,563,87.86,94,TRUE,1,8606033,1.39,1.02,1.09,7.3,NA,NA,NA,NA,NA,5.09,6.54,91,1.06,"COVID19Hosp","","2021-01-15_07-50-56","day",120,0,139
"CH",2020-03-17,98,726,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,494,644,100.43,103.93,TRUE,1,8606033,1.14,1.17,1.21,8.44,NA,NA,NA,NA,NA,5.74,7.48,56,0.65,"COVID19Hosp","","2021-01-15_07-50-56","day",98,0,139
"CH",2020-03-18,112,838,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,557,743,108,114.71,TRUE,1,8606033,1.3,1.25,1.33,9.74,NA,NA,NA,NA,NA,6.47,8.63,63,0.73,"COVID19Hosp","","2021-01-15_07-50-56","day",112,0,139
"CH",2020-03-19,110,948,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,615,836,119.43,122.79,TRUE,1,8606033,1.28,1.39,1.43,11.02,NA,NA,NA,NA,NA,7.15,9.71,58,0.680000000000001,"COVID19Hosp","","2021-01-15_07-50-56","day",110,0,139
"CH",2020-03-20,143,1091,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,703,955,125.43,133.79,TRUE,1,8606033,1.66,1.46,1.55,12.68,NA,NA,NA,NA,NA,8.17,11.1,88,1.02,"COVID19Hosp","","2021-01-15_07-50-56","day",143,0,139
"CH",2020-03-21,118,1209,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,756,1065,137.29,137.86,TRUE,1,8606033,1.37,1.6,1.6,14.05,NA,NA,NA,NA,NA,8.78,12.38,53,0.609999999999999,"COVID19Hosp","","2021-01-15_07-50-56","day",118,0,139
"CH",2020-03-22,135,1344,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,836,1183,149.86,142.64,TRUE,1,8606033,1.57,1.74,1.66,15.62,NA,NA,NA,NA,NA,9.71,13.75,80,0.930000000000001,"COVID19Hosp","","2021-01-15_07-50-56","day",135,0,139
"CH",2020-03-23,162,1506,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,878,1316,157.71,145.79,TRUE,1,8606033,1.88,1.83,1.69,17.5,NA,NA,NA,NA,NA,10.2,15.29,42,0.489999999999998,"COVID19Hosp","","2021-01-15_07-50-56","day",162,0,139
"CH",2020-03-24,181,1687,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,961,1455,167.14,147.71,TRUE,1,8606033,2.1,1.94,1.72,19.6,NA,NA,NA,NA,NA,11.17,16.91,83,0.970000000000001,"COVID19Hosp","","2021-01-15_07-50-56","day",181,0,139
"CH",2020-03-25,200,1887,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,1049,1606,167.71,146.64,TRUE,1,8606033,2.32,1.95,1.7,21.93,NA,NA,NA,NA,NA,12.19,18.66,88,1.02,"COVID19Hosp","","2021-01-15_07-50-56","day",200,0,139
"CH",2020-03-26,165,2052,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,1104,1719,165.86,145.5,TRUE,1,8606033,1.92,1.93,1.69,23.84,NA,NA,NA,NA,NA,12.83,19.97,55,0.640000000000001,"COVID19Hosp","","2021-01-15_07-50-56","day",165,0,139
"CH",2020-03-27,209,2261,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,1170,1873,166.14,140.64,TRUE,1,8606033,2.43,1.93,1.63,26.27,NA,NA,NA,NA,NA,13.6,21.76,66,0.77,"COVID19Hosp","","2021-01-15_07-50-56","day",209,0,139
"CH",2020-03-28,122,2383,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,1174,1930,158.14,136.36,TRUE,1,8606033,1.42,1.84,1.58,27.69,NA,NA,NA,NA,NA,13.64,22.43,4,0.0400000000000009,"COVID19Hosp","","2021-01-15_07-50-56","day",122,0,139
"CH",2020-03-29,122,2505,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,1161,1997,143.43,130.29,TRUE,1,8606033,1.42,1.67,1.51,29.11,NA,NA,NA,NA,NA,13.49,23.2,-13,-0.15,"COVID19Hosp","","2021-01-15_07-50-56","day",122,0,139
"CH",2020-03-30,164,2669,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,1163,2041,133.29,123.79,TRUE,1,8606033,1.91,1.55,1.44,31.01,NA,NA,NA,NA,NA,13.51,23.72,2,0.0199999999999996,"COVID19Hosp","","2021-01-15_07-50-56","day",164,0,139
"CH",2020-03-31,125,2794,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,1107,2068,114.14,114.93,TRUE,1,8606033,1.45,1.33,1.34,32.47,NA,NA,NA,NA,NA,12.86,24.03,-56,-0.65,"COVID19Hosp","","2021-01-15_07-50-56","day",125,0,139
"CH",2020-04-01,97,2891,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,1004,2053,105,104.86,TRUE,1,8606033,1.13,1.22,1.22,33.59,NA,NA,NA,NA,NA,11.67,23.86,-103,-1.19,"COVID19Hosp","","2021-01-15_07-50-56","day",97,0,139
"CH",2020-04-02,94,2985,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,933,2037,94.71,97.14,TRUE,1,8606033,1.09,1.1,1.13,34.68,NA,NA,NA,NA,NA,10.84,23.67,-71,-0.83,"COVID19Hosp","","2021-01-15_07-50-56","day",94,0,139
"CH",2020-04-03,75,3060,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,799,1969,81.43,85.14,TRUE,1,8606033,0.87,0.95,0.99,35.56,NA,NA,NA,NA,NA,9.28,22.88,-134,-1.56,"COVID19Hosp","","2021-01-15_07-50-56","day",75,0,139
"CH",2020-04-04,58,3118,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,735,1909,71.71,79.5,TRUE,1,8606033,0.67,0.83,0.92,36.23,NA,NA,NA,NA,NA,8.54,22.18,-64,-0.74,"COVID19Hosp","","2021-01-15_07-50-56","day",58,0,139
"CH",2020-04-05,50,3168,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,663,1824,66.29,73.21,TRUE,1,8606033,0.58,0.77,0.85,36.81,NA,NA,NA,NA,NA,7.7,21.19,-72,-0.839999999999999,"COVID19Hosp","","2021-01-15_07-50-56","day",50,0,139
"CH",2020-04-06,71,3239,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,570,1733,61,63.43,TRUE,1,8606033,0.83,0.71,0.74,37.64,NA,NA,NA,NA,NA,6.62,20.14,-93,-1.08,"COVID19Hosp","","2021-01-15_07-50-56","day",71,0,139
"CH",2020-04-07,57,3296,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,502,1609,56.14,58.21,TRUE,1,8606033,0.66,0.65,0.68,38.3,NA,NA,NA,NA,NA,5.83,18.7,-68,-0.79,"COVID19Hosp","","2021-01-15_07-50-56","day",57,0,139
"CH",2020-04-08,59,3355,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,464,1468,54,53.57,TRUE,1,8606033,0.69,0.63,0.62,38.98,NA,NA,NA,NA,NA,5.39,17.06,-38,-0.44,"COVID19Hosp","","2021-01-15_07-50-56","day",59,0,139
"CH",2020-04-09,57,3412,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,427,1360,51.71,49.57,TRUE,1,8606033,0.66,0.6,0.58,39.65,NA,NA,NA,NA,NA,4.96,15.8,-37,-0.43,"COVID19Hosp","","2021-01-15_07-50-56","day",57,0,139
"CH",2020-04-10,41,3453,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,393,1192,45.43,46.5,TRUE,1,8606033,0.48,0.53,0.54,40.12,NA,NA,NA,NA,NA,4.57,13.85,-34,-0.39,"COVID19Hosp","","2021-01-15_07-50-56","day",41,0,139
"CH",2020-04-11,43,3496,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,378,1113,44.71,43.36,TRUE,1,8606033,0.5,0.52,0.5,40.62,NA,NA,NA,NA,NA,4.39,12.93,-15,-0.180000000000001,"COVID19Hosp","","2021-01-15_07-50-56","day",43,0,139
"CH",2020-04-12,34,3530,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,362,1025,40.86,41.43,TRUE,1,8606033,0.4,0.47,0.48,41.02,NA,NA,NA,NA,NA,4.21,11.91,-16,-0.18,"COVID19Hosp","","2021-01-15_07-50-56","day",34,0,139
"CH",2020-04-13,27,3557,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,318,888,38.14,38,TRUE,1,8606033,0.31,0.44,0.44,41.33,NA,NA,NA,NA,NA,3.7,10.32,-44,-0.51,"COVID19Hosp","","2021-01-15_07-50-56","day",27,0,139
"CH",2020-04-14,52,3609,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,313,815,36.86,35.29,TRUE,1,8606033,0.6,0.43,0.41,41.94,NA,NA,NA,NA,NA,3.64,9.47,-5,-0.0600000000000001,"COVID19Hosp","","2021-01-15_07-50-56","day",52,0,139
"CH",2020-04-15,32,3641,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,286,750,32.71,32.57,TRUE,1,8606033,0.37,0.38,0.38,42.31,NA,NA,NA,NA,NA,3.32,8.71,-27,-0.32,"COVID19Hosp","","2021-01-15_07-50-56","day",32,0,139
"CH",2020-04-16,38,3679,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,267,694,31.14,29.14,TRUE,1,8606033,0.44,0.36,0.34,42.75,NA,NA,NA,NA,NA,3.1,8.06,-19,-0.22,"COVID19Hosp","","2021-01-15_07-50-56","day",38,0,139
"CH",2020-04-17,32,3711,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,258,651,30.57,27.14,TRUE,1,8606033,0.37,0.36,0.32,43.12,NA,NA,NA,NA,NA,3,7.56,-9,-0.1,"COVID19Hosp","","2021-01-15_07-50-56","day",32,0,139
"CH",2020-04-18,14,3725,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,229,607,25.86,25.14,TRUE,1,8606033,0.16,0.3,0.29,43.28,NA,NA,NA,NA,NA,2.66,7.05,-29,-0.34,"COVID19Hosp","","2021-01-15_07-50-56","day",14,0,139
"CH",2020-04-19,23,3748,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,218,580,24.29,23.14,TRUE,1,8606033,0.27,0.28,0.27,43.55,NA,NA,NA,NA,NA,2.53,6.74,-11,-0.13,"COVID19Hosp","","2021-01-15_07-50-56","day",23,0,139
"CH",2020-04-20,23,3771,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,214,532,20.14,22.14,TRUE,1,8606033,0.27,0.23,0.26,43.82,NA,NA,NA,NA,NA,2.49,6.18,-4,-0.0399999999999996,"COVID19Hosp","","2021-01-15_07-50-56","day",23,0,139
"CH",2020-04-21,19,3790,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,181,494,17.43,19.5,TRUE,1,8606033,0.22,0.2,0.23,44.04,NA,NA,NA,NA,NA,2.1,5.74,-33,-0.39,"COVID19Hosp","","2021-01-15_07-50-56","day",19,0,139
"CH",2020-04-22,21,3811,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,170,456,17.57,18,TRUE,1,8606033,0.24,0.2,0.21,44.28,NA,NA,NA,NA,NA,1.98,5.3,-11,-0.12,"COVID19Hosp","","2021-01-15_07-50-56","day",21,0,139
"CH",2020-04-23,9,3820,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,141,408,15.14,15.57,TRUE,1,8606033,0.1,0.18,0.18,44.39,NA,NA,NA,NA,NA,1.64,4.74,-29,-0.34,"COVID19Hosp","","2021-01-15_07-50-56","day",9,0,139
"CH",2020-04-24,13,3833,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,122,380,13.71,13.79,TRUE,1,8606033,0.15,0.16,0.16,44.54,NA,NA,NA,NA,NA,1.42,4.42,-19,-0.22,"COVID19Hosp","","2021-01-15_07-50-56","day",13,0,139
"CH",2020-04-25,15,3848,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,123,352,13.14,13.29,TRUE,1,8606033,0.17,0.15,0.15,44.71,NA,NA,NA,NA,NA,1.43,4.09,1,0.01,"COVID19Hosp","","2021-01-15_07-50-56","day",15,0,139
"CH",2020-04-26,6,3854,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,106,324,11.71,12.14,TRUE,1,8606033,0.07,0.14,0.14,44.78,NA,NA,NA,NA,NA,1.23,3.76,-17,-0.2,"COVID19Hosp","","2021-01-15_07-50-56","day",6,0,139
"CH",2020-04-27,13,3867,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,96,310,11,10.79,TRUE,1,8606033,0.15,0.13,0.13,44.93,NA,NA,NA,NA,NA,1.12,3.6,-10,-0.11,"COVID19Hosp","","2021-01-15_07-50-56","day",13,0,139
"CH",2020-04-28,15,3882,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,92,273,10.14,9.86,TRUE,1,8606033,0.17,0.12,0.11,45.11,NA,NA,NA,NA,NA,1.07,3.17,-4,-0.05,"COVID19Hosp","","2021-01-15_07-50-56","day",15,0,139
"CH",2020-04-29,11,3893,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,82,252,9,8.57,TRUE,1,8606033,0.13,0.1,0.1,45.24,NA,NA,NA,NA,NA,0.95,2.93,-10,-0.12,"COVID19Hosp","","2021-01-15_07-50-56","day",11,0,139
"CH",2020-04-30,4,3897,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,77,218,9.14,8.43,TRUE,1,8606033,0.05,0.11,0.1,45.28,NA,NA,NA,NA,NA,0.89,2.53,-5,-0.0599999999999999,"COVID19Hosp","","2021-01-15_07-50-56","day",4,0,139
"CH",2020-05-01,7,3904,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,71,193,7.86,7.71,TRUE,1,8606033,0.08,0.09,0.09,45.36,NA,NA,NA,NA,NA,0.83,2.24,-6,-0.0600000000000001,"COVID19Hosp","","2021-01-15_07-50-56","day",7,0,139
"CH",2020-05-02,7,3911,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,63,186,6.57,6.79,TRUE,1,8606033,0.08,0.08,0.08,45.44,NA,NA,NA,NA,NA,0.73,2.16,-8,-0.1,"COVID19Hosp","","2021-01-15_07-50-56","day",7,0,139
"CH",2020-05-03,7,3918,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,64,170,5.43,6.79,TRUE,1,8606033,0.08,0.06,0.08,45.53,NA,NA,NA,NA,NA,0.74,1.98,1,0.01,"COVID19Hosp","","2021-01-15_07-50-56","day",7,0,139
"CH",2020-05-04,4,3922,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,55,151,5.86,6.21,TRUE,1,8606033,0.05,0.07,0.07,45.57,NA,NA,NA,NA,NA,0.64,1.75,-9,-0.1,"COVID19Hosp","","2021-01-15_07-50-56","day",4,0,139
"CH",2020-05-05,6,3928,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,46,138,5.29,5.21,TRUE,1,8606033,0.07,0.06,0.06,45.64,NA,NA,NA,NA,NA,0.53,1.6,-9,-0.11,"COVID19Hosp","","2021-01-15_07-50-56","day",6,0,139
"CH",2020-05-06,3,3931,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,38,120,4.57,4.79,TRUE,1,8606033,0.03,0.05,0.06,45.68,NA,NA,NA,NA,NA,0.44,1.39,-8,-0.09,"COVID19Hosp","","2021-01-15_07-50-56","day",3,0,139
"CH",2020-05-07,7,3938,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,41,118,4.43,4.71,TRUE,1,8606033,0.08,0.05,0.05,45.76,NA,NA,NA,NA,NA,0.48,1.37,3,0.04,"COVID19Hosp","","2021-01-15_07-50-56","day",7,0,139
"CH",2020-05-08,3,3941,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,37,108,4.57,4.43,TRUE,1,8606033,0.03,0.05,0.05,45.79,NA,NA,NA,NA,NA,0.43,1.25,-4,-0.05,"COVID19Hosp","","2021-01-15_07-50-56","day",3,0,139
"CH",2020-05-09,2,3943,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,32,95,3.86,4.14,TRUE,1,8606033,0.02,0.04,0.05,45.82,NA,NA,NA,NA,NA,0.37,1.1,-5,-0.06,"COVID19Hosp","","2021-01-15_07-50-56","day",2,0,139
"CH",2020-05-10,6,3949,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,31,95,4.14,4,TRUE,1,8606033,0.07,0.05,0.05,45.89,NA,NA,NA,NA,NA,0.36,1.1,-1,-0.01,"COVID19Hosp","","2021-01-15_07-50-56","day",6,0,139
"CH",2020-05-11,5,3954,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,32,87,3.57,3.93,TRUE,1,8606033,0.06,0.04,0.05,45.94,NA,NA,NA,NA,NA,0.37,1.01,1,0.01,"COVID19Hosp","","2021-01-15_07-50-56","day",5,0,139
"CH",2020-05-12,1,3955,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,27,73,3.57,3.64,TRUE,1,8606033,0.01,0.04,0.04,45.96,NA,NA,NA,NA,NA,0.31,0.85,-5,-0.06,"COVID19Hosp","","2021-01-15_07-50-56","day",1,0,139
"CH",2020-05-13,5,3960,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,29,67,3.71,3.57,TRUE,1,8606033,0.06,0.04,0.04,46.01,NA,NA,NA,NA,NA,0.34,0.78,2,0.03,"COVID19Hosp","","2021-01-15_07-50-56","day",5,0,139
"CH",2020-05-14,3,3963,FALSE,19981,0,FALSE,19102,0,FALSE,17085,0,FALSE,4013,0,FALSE,4881,0,25,66,3.57,3.29,TRUE,1,8606033,0.03,0.04,0.04,46.05,NA,NA,NA,NA,NA,0.29,0.77,-4,-0.05,"COVID19Hosp","","2021-01-15_07-50-56","day",3,0,139
